#K-Path             Spin-Up       Spin-Down
#Band-index    1
  3.842      -17.1023      -17.1023
  3.826      -17.1038      -17.1038
  3.810      -17.1050      -17.1050
  3.793      -17.1059      -17.1059
  3.777      -17.1066      -17.1066
  3.761      -17.1070      -17.1070
  3.745      -17.1072      -17.1072
  3.745      -17.1104      -17.1104
  3.729      -17.1102      -17.1102
  3.713      -17.1097      -17.1097
  3.697      -17.1089      -17.1089
  3.681      -17.1077      -17.1077
  3.664      -17.1063      -17.1063
  3.648      -17.1045      -17.1045
  3.632      -17.1025      -17.1025
  3.616      -17.1001      -17.1001
  3.600      -17.0976      -17.0976
  3.584      -17.0949      -17.0949
  3.568      -17.0921      -17.0921
  3.551      -17.0891      -17.0891
  3.535      -17.0862      -17.0862
  3.519      -17.0832      -17.0832
  3.503      -17.0804      -17.0804
  3.487      -17.0778      -17.0778
  3.471      -17.0757      -17.0757
  3.455      -17.0741      -17.0741
  3.438      -17.0735      -17.0735
  3.438      -17.0150      -17.0150
  3.404      -17.0193      -17.0193
  3.370      -17.0299      -17.0299
  3.336      -17.0420      -17.0420
  3.302      -17.0536      -17.0536
  3.268      -17.0641      -17.0641
  3.234      -17.0731      -17.0731
  3.200      -17.0806      -17.0806
  3.165      -17.0866      -17.0866
  3.131      -17.0912      -17.0912
  3.097      -17.0944      -17.0944
  3.063      -17.0961      -17.0961
  3.029      -17.0964      -17.0964
  2.995      -17.0950      -17.0950
  2.961      -17.0920      -17.0920
  2.926      -17.0875      -17.0875
  2.892      -17.0815      -17.0815
  2.858      -17.0747      -17.0747
  2.824      -17.0684      -17.0684
  2.790      -17.0656      -17.0656
  2.790      -17.0656      -17.0656
  2.766      -17.0670      -17.0670
  2.742      -17.0706      -17.0706
  2.717      -17.0751      -17.0751
  2.693      -17.0799      -17.0799
  2.669      -17.0845      -17.0845
  2.645      -17.0887      -17.0887
  2.621      -17.0924      -17.0924
  2.597      -17.0957      -17.0957
  2.573      -17.0986      -17.0986
  2.548      -17.1011      -17.1011
  2.524      -17.1031      -17.1031
  2.500      -17.1049      -17.1049
  2.476      -17.1064      -17.1064
  2.452      -17.1076      -17.1076
  2.428      -17.1086      -17.1086
  2.404      -17.1094      -17.1094
  2.379      -17.1100      -17.1100
  2.355      -17.1103      -17.1103
  2.331      -17.1104      -17.1104
  2.331      -17.1104      -17.1104
  2.307      -17.1101      -17.1101
  2.283      -17.1091      -17.1091
  2.259      -17.1075      -17.1075
  2.235      -17.1053      -17.1053
  2.210      -17.1024      -17.1024
  2.186      -17.0989      -17.0989
  2.162      -17.0947      -17.0947
  2.138      -17.0898      -17.0898
  2.114      -17.0843      -17.0843
  2.090      -17.0781      -17.0781
  2.066      -17.0712      -17.0712
  2.042      -17.0638      -17.0638
  2.017      -17.0558      -17.0558
  1.993      -17.0475      -17.0475
  1.969      -17.0390      -17.0390
  1.945      -17.0305      -17.0305
  1.921      -17.0228      -17.0228
  1.897      -17.0171      -17.0171
  1.873      -17.0150      -17.0150
  1.873      -17.0150      -17.0150
  1.856      -17.0125      -17.0125
  1.840      -17.0101      -17.0101
  1.824      -17.0111      -17.0111
  1.808      -17.0134      -17.0134
  1.792      -17.0157      -17.0157
  1.776      -17.0178      -17.0178
  1.760      -17.0199      -17.0199
  1.743      -17.0219      -17.0219
  1.727      -17.0237      -17.0237
  1.711      -17.0254      -17.0254
  1.695      -17.0269      -17.0269
  1.679      -17.0283      -17.0283
  1.663      -17.0295      -17.0295
  1.647      -17.0306      -17.0306
  1.631      -17.0314      -17.0314
  1.614      -17.0321      -17.0321
  1.598      -17.0326      -17.0326
  1.582      -17.0326      -17.0326
  1.566      -17.0313      -17.0313
  1.566      -17.0313      -17.0313
  1.532      -17.0318      -17.0318
  1.498      -17.0333      -17.0333
  1.464      -17.0358      -17.0358
  1.429      -17.0391      -17.0391
  1.395      -17.0432      -17.0432
  1.361      -17.0519      -17.0519
  1.327      -17.0654      -17.0654
  1.293      -17.0749      -17.0749
  1.259      -17.0784      -17.0784
  1.225      -17.0819      -17.0819
  1.190      -17.0853      -17.0853
  1.156      -17.0886      -17.0886
  1.122      -17.0916      -17.0916
  1.088      -17.0943      -17.0943
  1.054      -17.0966      -17.0966
  1.020      -17.0985      -17.0985
  0.986      -17.0999      -17.0999
  0.951      -17.1007      -17.1007
  0.917      -17.1072      -17.1072
  0.917      -17.1072      -17.1072
  0.893      -17.1052      -17.1052
  0.869      -17.1003      -17.1003
  0.845      -17.0994      -17.0994
  0.821      -17.0982      -17.0982
  0.797      -17.0967      -17.0967
  0.772      -17.0949      -17.0949
  0.748      -17.0929      -17.0929
  0.724      -17.0908      -17.0908
  0.700      -17.0886      -17.0886
  0.676      -17.0863      -17.0863
  0.652      -17.0841      -17.0841
  0.628      -17.0819      -17.0819
  0.604      -17.0799      -17.0799
  0.579      -17.0781      -17.0781
  0.555      -17.0765      -17.0765
  0.531      -17.0752      -17.0752
  0.507      -17.0743      -17.0743
  0.483      -17.0737      -17.0737
  0.459      -17.0735      -17.0735
  0.459      -17.0735      -17.0735
  0.435      -17.0723      -17.0723
  0.410      -17.0707      -17.0707
  0.386      -17.0687      -17.0687
  0.362      -17.0664      -17.0664
  0.338      -17.0638      -17.0638
  0.314      -17.0610      -17.0610
  0.290      -17.0580      -17.0580
  0.266      -17.0549      -17.0549
  0.241      -17.0517      -17.0517
  0.217      -17.0485      -17.0485
  0.193      -17.0454      -17.0454
  0.169      -17.0425      -17.0425
  0.145      -17.0398      -17.0398
  0.121      -17.0373      -17.0373
  0.097      -17.0352      -17.0352
  0.072      -17.0336      -17.0336
  0.048      -17.0323      -17.0323
  0.024      -17.0316      -17.0316
  0.000      -17.0313      -17.0313
#Band-index   17
  0.000      -17.0237      -17.0237
  0.024      -17.0232      -17.0232
  0.048      -17.0215      -17.0215
  0.072      -17.0191      -17.0191
  0.097      -17.0177      -17.0177
  0.121      -17.0183      -17.0183
  0.145      -17.0196      -17.0196
  0.169      -17.0220      -17.0220
  0.193      -17.0261      -17.0261
  0.217      -17.0315      -17.0315
  0.241      -17.0376      -17.0376
  0.266      -17.0435      -17.0435
  0.290      -17.0488      -17.0488
  0.314      -17.0534      -17.0534
  0.338      -17.0570      -17.0570
  0.362      -17.0597      -17.0597
  0.386      -17.0615      -17.0615
  0.410      -17.0625      -17.0625
  0.435      -17.0628      -17.0628
  0.459      -17.0623      -17.0623
  0.459      -17.0623      -17.0623
  0.483      -17.0622      -17.0622
  0.507      -17.0621      -17.0621
  0.531      -17.0620      -17.0620
  0.555      -17.0618      -17.0618
  0.579      -17.0617      -17.0617
  0.604      -17.0617      -17.0617
  0.628      -17.0618      -17.0618
  0.652      -17.0622      -17.0622
  0.676      -17.0631      -17.0631
  0.700      -17.0645      -17.0645
  0.724      -17.0667      -17.0667
  0.748      -17.0700      -17.0700
  0.772      -17.0744      -17.0744
  0.797      -17.0799      -17.0799
  0.821      -17.0864      -17.0864
  0.845      -17.0934      -17.0934
  0.869      -17.1001      -17.1001
  0.893      -17.1008      -17.1008
  0.917      -17.1010      -17.1010
  0.917      -17.1010      -17.1010
  0.951      -17.1006      -17.1006
  0.986      -17.0992      -17.0992
  1.020      -17.0970      -17.0970
  1.054      -17.0940      -17.0940
  1.088      -17.0903      -17.0903
  1.122      -17.0859      -17.0859
  1.156      -17.0810      -17.0810
  1.190      -17.0757      -17.0757
  1.225      -17.0701      -17.0701
  1.259      -17.0644      -17.0644
  1.293      -17.0586      -17.0586
  1.327      -17.0531      -17.0531
  1.361      -17.0479      -17.0479
  1.395      -17.0398      -17.0398
  1.429      -17.0314      -17.0314
  1.464      -17.0275      -17.0275
  1.498      -17.0254      -17.0254
  1.532      -17.0242      -17.0242
  1.566      -17.0237      -17.0237
  1.566      -17.0237      -17.0237
  1.582      -17.0236      -17.0236
  1.598      -17.0233      -17.0233
  1.614      -17.0227      -17.0227
  1.631      -17.0220      -17.0220
  1.647      -17.0210      -17.0210
  1.663      -17.0199      -17.0199
  1.679      -17.0185      -17.0185
  1.695      -17.0169      -17.0169
  1.711      -17.0152      -17.0152
  1.727      -17.0133      -17.0133
  1.743      -17.0113      -17.0113
  1.760      -17.0091      -17.0091
  1.776      -17.0067      -17.0067
  1.792      -17.0047      -17.0047
  1.808      -17.0063      -17.0063
  1.824      -17.0081      -17.0081
  1.840      -17.0087      -17.0087
  1.856      -17.0062      -17.0062
  1.873      -17.0038      -17.0038
  1.873      -17.0038      -17.0038
  1.897      -17.0067      -17.0067
  1.921      -17.0110      -17.0110
  1.945      -17.0150      -17.0150
  1.969      -17.0189      -17.0189
  1.993      -17.0227      -17.0227
  2.017      -17.0264      -17.0264
  2.042      -17.0300      -17.0300
  2.066      -17.0334      -17.0334
  2.090      -17.0365      -17.0365
  2.114      -17.0394      -17.0394
  2.138      -17.0419      -17.0419
  2.162      -17.0442      -17.0442
  2.186      -17.0461      -17.0461
  2.210      -17.0477      -17.0477
  2.235      -17.0490      -17.0490
  2.259      -17.0501      -17.0501
  2.283      -17.0508      -17.0508
  2.307      -17.0512      -17.0512
  2.331      -17.0513      -17.0513
  2.331      -17.0513      -17.0513
  2.355      -17.0515      -17.0515
  2.379      -17.0520      -17.0520
  2.404      -17.0529      -17.0529
  2.428      -17.0539      -17.0539
  2.452      -17.0552      -17.0552
  2.476      -17.0565      -17.0565
  2.500      -17.0579      -17.0579
  2.524      -17.0592      -17.0592
  2.548      -17.0604      -17.0604
  2.573      -17.0615      -17.0615
  2.597      -17.0625      -17.0625
  2.621      -17.0633      -17.0633
  2.645      -17.0640      -17.0640
  2.669      -17.0646      -17.0646
  2.693      -17.0650      -17.0650
  2.717      -17.0653      -17.0653
  2.742      -17.0655      -17.0655
  2.766      -17.0656      -17.0656
  2.790      -17.0656      -17.0656
  2.790      -17.0656      -17.0656
  2.824      -17.0654      -17.0654
  2.858      -17.0647      -17.0647
  2.892      -17.0635      -17.0635
  2.926      -17.0619      -17.0619
  2.961      -17.0598      -17.0598
  2.995      -17.0573      -17.0573
  3.029      -17.0544      -17.0544
  3.063      -17.0511      -17.0511
  3.097      -17.0475      -17.0475
  3.131      -17.0435      -17.0435
  3.165      -17.0393      -17.0393
  3.200      -17.0348      -17.0348
  3.234      -17.0303      -17.0303
  3.268      -17.0257      -17.0257
  3.302      -17.0211      -17.0211
  3.336      -17.0167      -17.0167
  3.370      -17.0125      -17.0125
  3.404      -17.0081      -17.0081
  3.438      -17.0038      -17.0038
  3.438      -17.0623      -17.0623
  3.455      -17.0619      -17.0619
  3.471      -17.0611      -17.0611
  3.487      -17.0600      -17.0600
  3.503      -17.0589      -17.0589
  3.519      -17.0578      -17.0578
  3.535      -17.0568      -17.0568
  3.551      -17.0560      -17.0560
  3.568      -17.0552      -17.0552
  3.584      -17.0545      -17.0545
  3.600      -17.0539      -17.0539
  3.616      -17.0534      -17.0534
  3.632      -17.0529      -17.0529
  3.648      -17.0525      -17.0525
  3.664      -17.0521      -17.0521
  3.681      -17.0519      -17.0519
  3.697      -17.0516      -17.0516
  3.713      -17.0515      -17.0515
  3.729      -17.0514      -17.0514
  3.745      -17.0513      -17.0513
  3.745      -17.1010      -17.1010
  3.761      -17.0997      -17.0997
  3.777      -17.0961      -17.0961
  3.793      -17.0910      -17.0910
  3.810      -17.0850      -17.0850
  3.826      -17.0785      -17.0785
  3.842      -17.0720      -17.0720
  3.858      -17.0656      -17.0656
  3.874      -17.0595      -17.0595
  3.890      -17.0537      -17.0537
  3.906      -17.0483      -17.0483
  3.923      -17.0434      -17.0434
  3.939      -17.0416      -17.0416
  3.955      -17.0448      -17.0448
  3.971      -17.0481      -17.0481
  3.987      -17.0515      -17.0515
  4.003      -17.0549      -17.0549
  4.019      -17.0585      -17.0585
  4.035      -17.0620      -17.0620
  4.052      -17.0656      -17.0656
#Band-index   18
  4.052      -17.0656      -17.0656
  4.035      -17.0620      -17.0620
  4.019      -17.0585      -17.0585
  4.003      -17.0549      -17.0549
  3.987      -17.0515      -17.0515
  3.971      -17.0481      -17.0481
  3.955      -17.0448      -17.0448
  3.939      -17.0416      -17.0416
  3.923      -17.0434      -17.0434
  3.906      -17.0483      -17.0483
  3.890      -17.0537      -17.0537
  3.874      -17.0595      -17.0595
  3.858      -17.0656      -17.0656
  3.842      -17.0720      -17.0720
  3.826      -17.0785      -17.0785
  3.810      -17.0850      -17.0850
  3.793      -17.0910      -17.0910
  3.777      -17.0961      -17.0961
  3.761      -17.0997      -17.0997
  3.745      -17.1010      -17.1010
  3.745      -17.0513      -17.0513
  3.729      -17.0514      -17.0514
  3.713      -17.0515      -17.0515
  3.697      -17.0516      -17.0516
  3.681      -17.0519      -17.0519
  3.664      -17.0521      -17.0521
  3.648      -17.0525      -17.0525
  3.632      -17.0529      -17.0529
  3.616      -17.0534      -17.0534
  3.600      -17.0539      -17.0539
  3.584      -17.0545      -17.0545
  3.568      -17.0552      -17.0552
  3.551      -17.0560      -17.0560
  3.535      -17.0568      -17.0568
  3.519      -17.0578      -17.0578
  3.503      -17.0589      -17.0589
  3.487      -17.0600      -17.0600
  3.471      -17.0611      -17.0611
  3.455      -17.0619      -17.0619
  3.438      -17.0623      -17.0623
  3.438      -17.0038      -17.0038
  3.404      -17.0081      -17.0081
  3.370      -17.0125      -17.0125
  3.336      -17.0167      -17.0167
  3.302      -17.0211      -17.0211
  3.268      -17.0257      -17.0257
  3.234      -17.0303      -17.0303
  3.200      -17.0348      -17.0348
  3.165      -17.0393      -17.0393
  3.131      -17.0435      -17.0435
  3.097      -17.0475      -17.0475
  3.063      -17.0511      -17.0511
  3.029      -17.0544      -17.0544
  2.995      -17.0573      -17.0573
  2.961      -17.0598      -17.0598
  2.926      -17.0619      -17.0619
  2.892      -17.0635      -17.0635
  2.858      -17.0647      -17.0647
  2.824      -17.0654      -17.0654
  2.790      -17.0656      -17.0656
  2.790      -17.0656      -17.0656
  2.766      -17.0656      -17.0656
  2.742      -17.0655      -17.0655
  2.717      -17.0653      -17.0653
  2.693      -17.0650      -17.0650
  2.669      -17.0646      -17.0646
  2.645      -17.0640      -17.0640
  2.621      -17.0633      -17.0633
  2.597      -17.0625      -17.0625
  2.573      -17.0615      -17.0615
  2.548      -17.0604      -17.0604
  2.524      -17.0592      -17.0592
  2.500      -17.0579      -17.0579
  2.476      -17.0565      -17.0565
  2.452      -17.0552      -17.0552
  2.428      -17.0539      -17.0539
  2.404      -17.0529      -17.0529
  2.379      -17.0520      -17.0520
  2.355      -17.0515      -17.0515
  2.331      -17.0513      -17.0513
  2.331      -17.0513      -17.0513
  2.307      -17.0512      -17.0512
  2.283      -17.0508      -17.0508
  2.259      -17.0501      -17.0501
  2.235      -17.0490      -17.0490
  2.210      -17.0477      -17.0477
  2.186      -17.0461      -17.0461
  2.162      -17.0442      -17.0442
  2.138      -17.0419      -17.0419
  2.114      -17.0394      -17.0394
  2.090      -17.0365      -17.0365
  2.066      -17.0334      -17.0334
  2.042      -17.0300      -17.0300
  2.017      -17.0264      -17.0264
  1.993      -17.0227      -17.0227
  1.969      -17.0189      -17.0189
  1.945      -17.0150      -17.0150
  1.921      -17.0110      -17.0110
  1.897      -17.0067      -17.0067
  1.873      -17.0038      -17.0038
  1.873      -17.0038      -17.0038
  1.856      -17.0013      -17.0013
  1.840      -16.9989      -16.9989
  1.824      -16.9991      -16.9991
  1.808      -17.0017      -17.0017
  1.792      -17.0043      -17.0043
  1.776      -17.0067      -17.0067
  1.760      -17.0091      -17.0091
  1.743      -17.0113      -17.0113
  1.727      -17.0133      -17.0133
  1.711      -17.0152      -17.0152
  1.695      -17.0169      -17.0169
  1.679      -17.0185      -17.0185
  1.663      -17.0199      -17.0199
  1.647      -17.0210      -17.0210
  1.631      -17.0220      -17.0220
  1.614      -17.0227      -17.0227
  1.598      -17.0233      -17.0233
  1.582      -17.0236      -17.0236
  1.566      -17.0237      -17.0237
  1.566      -17.0237      -17.0237
  1.532      -17.0176      -17.0176
  1.498      -17.0160      -17.0160
  1.464      -17.0169      -17.0169
  1.429      -17.0202      -17.0202
  1.395      -17.0236      -17.0236
  1.361      -17.0254      -17.0254
  1.327      -17.0262      -17.0262
  1.293      -17.0266      -17.0266
  1.259      -17.0266      -17.0266
  1.225      -17.0264      -17.0264
  1.190      -17.0259      -17.0259
  1.156      -17.0252      -17.0252
  1.122      -17.0318      -17.0318
  1.088      -17.0429      -17.0429
  1.054      -17.0557      -17.0557
  1.020      -17.0702      -17.0702
  0.986      -17.0858      -17.0858
  0.951      -17.1002      -17.1002
  0.917      -17.1010      -17.1010
  0.917      -17.1010      -17.1010
  0.893      -17.1008      -17.1008
  0.869      -17.1001      -17.1001
  0.845      -17.0934      -17.0934
  0.821      -17.0864      -17.0864
  0.797      -17.0799      -17.0799
  0.772      -17.0744      -17.0744
  0.748      -17.0700      -17.0700
  0.724      -17.0667      -17.0667
  0.700      -17.0645      -17.0645
  0.676      -17.0631      -17.0631
  0.652      -17.0622      -17.0622
  0.628      -17.0618      -17.0618
  0.604      -17.0617      -17.0617
  0.579      -17.0617      -17.0617
  0.555      -17.0618      -17.0618
  0.531      -17.0620      -17.0620
  0.507      -17.0621      -17.0621
  0.483      -17.0622      -17.0622
  0.459      -17.0623      -17.0623
  0.459      -17.0623      -17.0623
  0.435      -17.0611      -17.0611
  0.410      -17.0593      -17.0593
  0.386      -17.0568      -17.0568
  0.362      -17.0538      -17.0538
  0.338      -17.0503      -17.0503
  0.314      -17.0462      -17.0462
  0.290      -17.0416      -17.0416
  0.266      -17.0366      -17.0366
  0.241      -17.0313      -17.0313
  0.217      -17.0255      -17.0255
  0.193      -17.0195      -17.0195
  0.169      -17.0132      -17.0132
  0.145      -17.0090      -17.0090
  0.121      -17.0125      -17.0125
  0.097      -17.0160      -17.0160
  0.072      -17.0175      -17.0175
  0.048      -17.0178      -17.0178
  0.024      -17.0208      -17.0208
  0.000      -17.0237      -17.0237
#Band-index   19
  0.000      -17.0164      -17.0164
  0.024      -17.0162      -17.0162
  0.048      -17.0142      -17.0142
  0.072      -17.0101      -17.0101
  0.097      -17.0068      -17.0068
  0.121      -17.0053      -17.0053
  0.145      -17.0066      -17.0066
  0.169      -17.0072      -17.0072
  0.193      -17.0087      -17.0087
  0.217      -17.0093      -17.0093
  0.241      -17.0094      -17.0094
  0.266      -17.0089      -17.0089
  0.290      -17.0082      -17.0082
  0.314      -17.0071      -17.0071
  0.338      -17.0059      -17.0059
  0.362      -17.0045      -17.0045
  0.386      -17.0030      -17.0030
  0.410      -17.0013      -17.0013
  0.435      -16.9997      -16.9997
  0.459      -16.9982      -16.9982
  0.459      -16.9982      -16.9982
  0.483      -16.9982      -16.9982
  0.507      -16.9984      -16.9984
  0.531      -16.9987      -16.9987
  0.555      -16.9992      -16.9992
  0.579      -16.9999      -16.9999
  0.604      -17.0007      -17.0007
  0.628      -17.0018      -17.0018
  0.652      -17.0031      -17.0031
  0.676      -17.0047      -17.0047
  0.700      -17.0066      -17.0066
  0.724      -17.0088      -17.0088
  0.748      -17.0112      -17.0112
  0.772      -17.0137      -17.0137
  0.797      -17.0159      -17.0159
  0.821      -17.0177      -17.0177
  0.845      -17.0192      -17.0192
  0.869      -17.0201      -17.0201
  0.893      -17.0207      -17.0207
  0.917      -17.0209      -17.0209
  0.917      -17.0209      -17.0209
  0.951      -17.0210      -17.0210
  0.986      -17.0214      -17.0214
  1.020      -17.0220      -17.0220
  1.054      -17.0227      -17.0227
  1.088      -17.0236      -17.0236
  1.122      -17.0244      -17.0244
  1.156      -17.0223      -17.0223
  1.190      -17.0142      -17.0142
  1.225      -17.0072      -17.0072
  1.259      -17.0012      -17.0012
  1.293      -16.9991      -16.9991
  1.327      -17.0001      -17.0001
  1.361      -17.0010      -17.0010
  1.395      -17.0014      -17.0014
  1.429      -17.0001      -17.0001
  1.464      -17.0003      -17.0003
  1.498      -17.0086      -17.0086
  1.532      -17.0162      -17.0162
  1.566      -17.0164      -17.0164
  1.566      -17.0164      -17.0164
  1.582      -17.0155      -17.0155
  1.598      -17.0135      -17.0135
  1.614      -17.0111      -17.0111
  1.631      -17.0089      -17.0089
  1.647      -17.0068      -17.0068
  1.663      -17.0051      -17.0051
  1.679      -17.0037      -17.0037
  1.695      -17.0028      -17.0028
  1.711      -17.0022      -17.0022
  1.727      -17.0020      -17.0020
  1.743      -17.0021      -17.0021
  1.760      -17.0027      -17.0027
  1.776      -17.0035      -17.0035
  1.792      -17.0043      -17.0043
  1.808      -17.0017      -17.0017
  1.824      -16.9991      -16.9991
  1.840      -16.9964      -16.9964
  1.856      -16.9936      -16.9936
  1.873      -16.9908      -16.9908
  1.873      -16.9908      -16.9908
  1.897      -16.9902      -16.9902
  1.921      -16.9885      -16.9885
  1.945      -16.9865      -16.9865
  1.969      -16.9845      -16.9845
  1.993      -16.9828      -16.9828
  2.017      -16.9814      -16.9814
  2.042      -16.9805      -16.9805
  2.066      -16.9800      -16.9800
  2.090      -16.9799      -16.9799
  2.114      -16.9802      -16.9802
  2.138      -16.9808      -16.9808
  2.162      -16.9817      -16.9817
  2.186      -16.9827      -16.9827
  2.210      -16.9837      -16.9837
  2.235      -16.9847      -16.9847
  2.259      -16.9856      -16.9856
  2.283      -16.9863      -16.9863
  2.307      -16.9867      -16.9867
  2.331      -16.9869      -16.9869
  2.331      -16.9869      -16.9869
  2.355      -16.9868      -16.9868
  2.379      -16.9866      -16.9866
  2.404      -16.9863      -16.9863
  2.428      -16.9860      -16.9860
  2.452      -16.9856      -16.9856
  2.476      -16.9852      -16.9852
  2.500      -16.9849      -16.9849
  2.524      -16.9848      -16.9848
  2.548      -16.9849      -16.9849
  2.573      -16.9853      -16.9853
  2.597      -16.9862      -16.9862
  2.621      -16.9882      -16.9882
  2.645      -16.9917      -16.9917
  2.669      -16.9972      -16.9972
  2.693      -17.0039      -17.0039
  2.717      -17.0111      -17.0111
  2.742      -17.0177      -17.0177
  2.766      -17.0225      -17.0225
  2.790      -17.0244      -17.0244
  2.790      -17.0244      -17.0244
  2.824      -17.0208      -17.0208
  2.858      -17.0124      -17.0124
  2.892      -17.0024      -17.0024
  2.926      -16.9928      -16.9928
  2.961      -16.9856      -16.9856
  2.995      -16.9814      -16.9814
  3.029      -16.9792      -16.9792
  3.063      -16.9781      -16.9781
  3.097      -16.9776      -16.9776
  3.131      -16.9775      -16.9775
  3.165      -16.9779      -16.9779
  3.200      -16.9787      -16.9787
  3.234      -16.9800      -16.9800
  3.268      -16.9816      -16.9816
  3.302      -16.9837      -16.9837
  3.336      -16.9859      -16.9859
  3.370      -16.9882      -16.9882
  3.404      -16.9900      -16.9900
  3.438      -16.9908      -16.9908
  3.438      -16.9982      -16.9982
  3.455      -16.9980      -16.9980
  3.471      -16.9976      -16.9976
  3.487      -16.9970      -16.9970
  3.503      -16.9962      -16.9962
  3.519      -16.9952      -16.9952
  3.535      -16.9942      -16.9942
  3.551      -16.9931      -16.9931
  3.568      -16.9921      -16.9921
  3.584      -16.9911      -16.9911
  3.600      -16.9902      -16.9902
  3.616      -16.9894      -16.9894
  3.632      -16.9888      -16.9888
  3.648      -16.9882      -16.9882
  3.664      -16.9878      -16.9878
  3.681      -16.9874      -16.9874
  3.697      -16.9872      -16.9872
  3.713      -16.9870      -16.9870
  3.729      -16.9869      -16.9869
  3.745      -16.9869      -16.9869
  3.745      -17.0209      -17.0209
  3.761      -17.0210      -17.0210
  3.777      -17.0215      -17.0215
  3.793      -17.0223      -17.0223
  3.810      -17.0234      -17.0234
  3.826      -17.0248      -17.0248
  3.842      -17.0265      -17.0265
  3.858      -17.0284      -17.0284
  3.874      -17.0306      -17.0306
  3.890      -17.0331      -17.0331
  3.906      -17.0357      -17.0357
  3.923      -17.0386      -17.0386
  3.939      -17.0390      -17.0390
  3.955      -17.0351      -17.0351
  3.971      -17.0319      -17.0319
  3.987      -17.0292      -17.0292
  4.003      -17.0271      -17.0271
  4.019      -17.0256      -17.0256
  4.035      -17.0247      -17.0247
  4.052      -17.0244      -17.0244
#Band-index   20
  4.052      -17.0244      -17.0244
  4.035      -17.0247      -17.0247
  4.019      -17.0256      -17.0256
  4.003      -17.0271      -17.0271
  3.987      -17.0292      -17.0292
  3.971      -17.0319      -17.0319
  3.955      -17.0351      -17.0351
  3.939      -17.0390      -17.0390
  3.923      -17.0386      -17.0386
  3.906      -17.0357      -17.0357
  3.890      -17.0331      -17.0331
  3.874      -17.0306      -17.0306
  3.858      -17.0284      -17.0284
  3.842      -17.0265      -17.0265
  3.826      -17.0248      -17.0248
  3.810      -17.0234      -17.0234
  3.793      -17.0223      -17.0223
  3.777      -17.0215      -17.0215
  3.761      -17.0210      -17.0210
  3.745      -17.0209      -17.0209
  3.745      -16.9869      -16.9869
  3.729      -16.9869      -16.9869
  3.713      -16.9870      -16.9870
  3.697      -16.9872      -16.9872
  3.681      -16.9874      -16.9874
  3.664      -16.9878      -16.9878
  3.648      -16.9882      -16.9882
  3.632      -16.9888      -16.9888
  3.616      -16.9894      -16.9894
  3.600      -16.9902      -16.9902
  3.584      -16.9911      -16.9911
  3.568      -16.9921      -16.9921
  3.551      -16.9931      -16.9931
  3.535      -16.9942      -16.9942
  3.519      -16.9952      -16.9952
  3.503      -16.9962      -16.9962
  3.487      -16.9970      -16.9970
  3.471      -16.9976      -16.9976
  3.455      -16.9980      -16.9980
  3.438      -16.9982      -16.9982
  3.438      -16.9908      -16.9908
  3.404      -16.9900      -16.9900
  3.370      -16.9882      -16.9882
  3.336      -16.9859      -16.9859
  3.302      -16.9837      -16.9837
  3.268      -16.9816      -16.9816
  3.234      -16.9800      -16.9800
  3.200      -16.9787      -16.9787
  3.165      -16.9779      -16.9779
  3.131      -16.9775      -16.9775
  3.097      -16.9776      -16.9776
  3.063      -16.9781      -16.9781
  3.029      -16.9792      -16.9792
  2.995      -16.9814      -16.9814
  2.961      -16.9856      -16.9856
  2.926      -16.9928      -16.9928
  2.892      -17.0024      -17.0024
  2.858      -17.0124      -17.0124
  2.824      -17.0208      -17.0208
  2.790      -17.0244      -17.0244
  2.790      -17.0244      -17.0244
  2.766      -17.0225      -17.0225
  2.742      -17.0177      -17.0177
  2.717      -17.0111      -17.0111
  2.693      -17.0039      -17.0039
  2.669      -16.9972      -16.9972
  2.645      -16.9917      -16.9917
  2.621      -16.9882      -16.9882
  2.597      -16.9862      -16.9862
  2.573      -16.9853      -16.9853
  2.548      -16.9849      -16.9849
  2.524      -16.9848      -16.9848
  2.500      -16.9849      -16.9849
  2.476      -16.9852      -16.9852
  2.452      -16.9856      -16.9856
  2.428      -16.9860      -16.9860
  2.404      -16.9863      -16.9863
  2.379      -16.9866      -16.9866
  2.355      -16.9868      -16.9868
  2.331      -16.9869      -16.9869
  2.331      -16.9869      -16.9869
  2.307      -16.9867      -16.9867
  2.283      -16.9863      -16.9863
  2.259      -16.9856      -16.9856
  2.235      -16.9847      -16.9847
  2.210      -16.9837      -16.9837
  2.186      -16.9827      -16.9827
  2.162      -16.9817      -16.9817
  2.138      -16.9808      -16.9808
  2.114      -16.9802      -16.9802
  2.090      -16.9799      -16.9799
  2.066      -16.9800      -16.9800
  2.042      -16.9805      -16.9805
  2.017      -16.9814      -16.9814
  1.993      -16.9828      -16.9828
  1.969      -16.9845      -16.9845
  1.945      -16.9865      -16.9865
  1.921      -16.9885      -16.9885
  1.897      -16.9902      -16.9902
  1.873      -16.9908      -16.9908
  1.873      -16.9908      -16.9908
  1.856      -16.9936      -16.9936
  1.840      -16.9964      -16.9964
  1.824      -16.9964      -16.9964
  1.808      -16.9940      -16.9940
  1.792      -16.9917      -16.9917
  1.776      -16.9894      -16.9894
  1.760      -16.9873      -16.9873
  1.743      -16.9852      -16.9852
  1.727      -16.9833      -16.9833
  1.711      -16.9815      -16.9815
  1.695      -16.9798      -16.9798
  1.679      -16.9783      -16.9783
