Cl,Cs,Zr
-0.888922105173806,-3.6462798888086536,-8.81273808676193
-0.8951495526816524,-3.6936152024037114,-8.680702774524738
-0.62784566269829,-4.14663749230524,-9.378481534621853
-0.38937152900843147,-4.154792685925461,-10.793015949520562
-0.6205538236844451,-3.9369377480970495,-9.841632057121304
-0.7953116276604455,-3.764351109520216,-9.138258510418968
-0.9543332400828759,-3.7679792430213337,-8.176872568882152
-0.9486275418431341,-3.6553397060498045,-8.43638583226366
-0.6710793018956446,-4.348868935166459,-8.714616813715288
-0.7855463876787931,-3.7586049292863737,-9.208342310776569
-0.823166469242234,-4.131892245025889,-8.236047189916894
-0.6195210419055311,-3.900913191003986,-9.919877861980916
-0.5268160490240124,-4.55998603460849,-9.157962132061023
-0.8693804922378374,-3.7555890528444853,-8.71136943630608
-1.0862401384587261,-3.512980188140819,-7.895429288388081
-1.3010219299668084,-3.3212559720624664,-6.990186971496291
-1.38700110890884,-3.51231656528704,-6.092190711394954
-1.3065373162451765,-3.2115153632972735,-7.176575871356469
-1.211153187962238,-3.46896669485015,-7.2339779779483475
-1.513330214634475,-3.374707972429476,-5.609433262756271
-1.7131031389164486,-3.005144818834059,-5.1499220242552655
-1.5139257739432335,-3.009136613282229,-6.337002625198216
-1.7815096506690564,-2.742224925078205,-5.265322741251325
-1.5802430178179714,-3.1345386426815556,-5.688295103151136
-1.5992025141533504,-3.0136228035584613,-5.81636980338505
-1.52015780167592,-3.348472005475189,-5.620939674416174
-1.321023209045892,-3.337496712978033,-6.837697815190657
-1.3463500649517424,-3.3975205906562413,-6.5656889243991365
-1.2217564230153994,-3.2990771440676356,-7.510137669194406
-1.1872596464298155,-3.60005958827526,-7.11515344029266
