Cl,Cs,Sn
-0.10036464674884799,-4.544111839292437,-7.610734981784108
-0.18747353958722598,-4.685979636192098,-6.80434603095452
-0.1335498825142927,-4.612793790253384,-7.274259665269545
-0.3483195328355101,-4.187352639395493,-6.8365240650580255
-0.4319412481701342,-4.2032397472732,-6.303019557294865
-0.4536431115436188,-4.331564415167312,-5.916159041265734
-0.4217421967338337,-4.340217524129638,-6.090258312199791
-0.6270867936415038,-3.949091826035796,-5.640442126941456
-0.6213481063543875,-4.327872493153405,-4.917312916428934
-0.41984279278025527,-4.363764894278147,-6.0545599956242455
-0.2138709010479014,-4.675767465579897,-6.666386203414868
-0.4348678202440944,-4.262713100521722,-6.166513418354059
-0.38881320335156655,-4.424805385614649,-6.118656549523372
-0.6580758377270868,-4.194151053940119,-4.964389406619312
-0.906226060157359,-4.086272097050188,-3.6912459858175426
-0.9363030348852188,-4.071290849125617,-3.540746633299523
-0.9524845475179092,-4.081350009074027,-3.423539237606561
-1.1875002839599162,-3.8007404642009286,-2.574663908700715
-1.021615810691065,-3.9444148376507258,-3.282622001414228
-0.9377237920477202,-3.845581873848459,-3.9836400408788313
-1.0962361187794196,-3.8639494295164925,-2.995830969152567
-1.3779175965322483,-3.370070972190696,-2.2934990172871883
-1.4403866609656337,-3.3622532373011693,-1.9343201004659296
-1.39460025449157,-3.5306418788218994,-1.8722612562688505
-1.3974227668232988,-3.2932978526213326,-2.3300142346796133
-1.4495836504625697,-3.5183720421722278,-1.5669005537421963
-1.6149751985521121,-3.146718899826667,-1.3178575498960645
-1.6801669371558592,-2.9198007744649925,-1.3805433689969306
-1.8327902750032337,-2.709025930428316,-0.8863530299860345
-1.6983243926484761,-2.9896545655536553,-1.1318910538639029
-1.412278407517281,-3.4933404840347437,-1.8407951276888967
-1.3004443811173876,-3.7710362811527802,-1.956407691852184
-1.3567854285421845,-3.6533660920301636,-1.8537017855486344
-1.4216925724656855,-3.1462533071481067,-2.4784844917717432
-1.4188879523991405,-3.413687010600497,-1.9604448052662338
-1.519227223275458,-3.4235722767662407,-1.3386386476768408
-1.4972652422800528,-3.235284216101712,-1.846986654978329
-1.6954549697627543,-2.861874076447322,-1.4046685693908993
-1.415441609211164,-3.4253717268213433,-1.9577534319524001
-1.4632871702421564,-3.2275406355707617,-2.0663422482676093
-1.35737755515785,-3.183309294383129,-2.7902626211487136
-1.2517246277897587,-3.5301909573251553,-2.730416859473207
-1.3652613558263693,-3.602467270934503,-1.9046438640348482
-1.252247794429486,-3.3838954305893165,-3.0198689131065213
-1.200134144909644,-3.538702604922632,-3.0229364615589427
-1.144539326898868,-3.5209420870225996,-3.3920264054236644
-1.0084499809843972,-3.709028507649754,-3.83238963965618
-0.9575874222764381,-3.7699778235859154,-4.015666360031611
-1.1446843621272933,-3.7097145472299964,-3.013611273638318
-1.3025833788551326,-3.732074849266682,-2.02149656919791
-1.4866341145229254,-3.330401255604043,-1.7205393425164335
-1.7576408954474068,-2.9055050689040787,-0.9442910303694719
-1.483251909189876,-3.5062333925703935,-1.3891683005820274
-1.284791220962263,-3.3750974055258656,-2.8422044040367616
-1.450246188300693,-3.330873408836274,-1.937922593385363
-1.316195383858059,-3.2342287244717487,-2.9355167887702187
-1.4748636008225564,-3.326073324277414,-1.799818287371905
-1.224336453267107,-3.527983451703707,-2.8991609178520137
-1.4204852163090358,-3.611489629207613,-1.5552559845926286
-1.572767276985145,-3.3737828862111603,-1.1169771065288783
-1.6854333348312465,-2.9634843730302607,-1.2615777858140704
-1.6329497919415772,-3.2474525600577224,-1.0085426690971637
-1.6064078889488667,-3.188433886909759,-1.285831433349353
-1.654161595446809,-2.9098414796789234,-1.5564940088233714
-1.4929035074481014,-3.0831969679595597,-2.1773315602543417
-1.4873742708902473,-3.0933575256185106,-2.1901858642835657
-1.3576350298093263,-3.46640210722892,-2.2225321475482724
-1.2527816231969262,-3.7672478391252726,-2.249961123429968
-1.1913027307921178,-3.56591686798428,-3.0214964201408048
-1.37207611129868,-3.3530635718063406,-2.3625627294573097
-1.525746768164755,-2.998783040745935,-2.1490998503816696
-1.5271868493481262,-3.4243358349938786,-1.2893537747855555
-1.7919425974099004,-2.7482648303211623,-1.052961295760343
-1.5653425050274326,-3.238076773346489,-1.432937964004498
-1.8104454694729237,-2.716199413435202,-1.0060748971541236
