Al,Ca,O
-4.153280651698088,-4.234476217922429,-2.9449317005500273
-4.957121864482678,-4.749552151303429,-2.4101332538765496
-5.484109339515378,-5.167427511565162,-2.055305619105279
-5.3114111837430125,-4.965658534496758,-2.174997558386163
-6.018965346438554,-5.441394757765022,-1.703082496511702
-6.816272244954674,-6.028350385124363,-1.168627843377345
-7.402994071101299,-6.4283220167699335,-0.7770155515139202
-7.554562397245972,-6.432068133482389,-0.6810910235955762
-7.121593343826454,-6.132610704564869,-0.9703060799088252
-6.4394908790637295,-5.8120600610121915,-1.4179787231038454
-5.584713983513811,-5.1061814753471095,-1.994989319538798
-5.704800465400961,-5.263158057864229,-1.9108833003196972
-6.346301777668179,-5.61417322562491,-1.4872500942687863
-6.956640184286507,-6.076248949564338,-1.0774534309340835
-7.111090488331698,-6.127207056695838,-0.977223864845989
-7.54189033830907,-6.447999281134642,-0.6882559477845533
-7.874014167218043,-6.755645129571717,-0.4623016427664091
-7.157852533757176,-6.226263057495536,-0.9424764676930713
-7.55662602118714,-6.535386296772644,-0.6743498840911408
-6.931857259858048,-6.032754502849647,-1.0953949856633567
-6.680530679212543,-5.895832947017202,-1.261333960588541
-7.307637522539456,-6.3312457806453954,-0.8423500156647968
-7.230728724385625,-6.225894791205117,-0.8964687823640728
-6.805358553137979,-6.044150850060768,-1.1746890979491305
-7.721635771776343,-6.6399307572800925,-0.5646308594817784
-7.311088691486481,-6.291026995814939,-0.8422871081630152
-7.55126610663409,-6.487044495027903,-0.6802793986375273
-6.694880408395811,-5.949839006694243,-1.2494285495424224
-7.455633873425779,-6.445005206211817,-0.7428912979699384
-7.8253340471459465,-6.731943789227726,-0.49429442072478547
-7.03825833321383,-6.156400202715554,-1.0216866393404471
-6.430678685435194,-5.684170511990436,-1.430275347975644
-7.244401212380431,-6.276857433917592,-0.8851512824351175
-6.7405864839756715,-5.940971773821249,-1.2210282509063524
-6.935202768663804,-6.034688121388956,-1.0931802633366001
-7.847390787263147,-6.6947393123064245,-0.4823219783834634
-8.215940072566482,-6.888048656562666,-0.2393798327047126
-7.62074550110473,-6.4570135487318785,-0.637978251934809
-7.991001555938892,-6.758369523447223,-0.3882714817913724
-7.762720615189582,-6.64992924734219,-0.5381563010069912
-7.145971927631355,-6.205504557111894,-0.9510725610558863
-7.218578425559922,-6.3040877180583905,-0.9000272381038184
