Al,O,Y
-1.2098793003766661,-4.993452425279627,-2.5548415932537134
-1.350076612596469,-4.898507884537339,-2.7009575691898604
-0.5987943900799123,-5.3767887851492375,-2.0399710042698582
-0.5444797025409263,-5.379040280125911,-2.121489503594814
-0.18104945984359191,-5.665170032978464,-1.5826875633468234
-0.1526842998780586,-5.668839928365249,-1.6152832484089046
-0.4111780279443886,-5.572585079370948,-1.569479764275557
-0.5003354946710638,-5.458827932122082,-1.8759125753932322
-0.4475131747882695,-5.438051105702399,-2.04705708087662
-1.2736064866451162,-4.872362386779157,-2.9329897701415115
-1.7036162913684778,-4.579841313978348,-3.386391053472474
-2.62905409940061,-3.99393453803237,-4.187621810536168
-2.037572683575736,-4.4015755824769105,-3.542859992466129
-2.4289372852157474,-4.204167828628619,-3.680216671792609
-2.437006359752029,-4.205338727675799,-3.6620846180434206
-1.6721815966316422,-4.706759797771922,-2.9311082761929046
-2.4435831590784374,-4.166156333962199,-3.8078528606871376
-1.6548419443441174,-4.608065829835468,-3.354783568417933
-1.30465624548678,-4.950949701504646,-2.566890913170115
-0.9643421217673687,-5.069640504341173,-2.6593179080230263
-1.8906232828566953,-4.570786235613363,-3.1109330477853883
-1.5420412256143452,-4.714606507016703,-3.116622057575945
-1.56821702689411,-4.684116159051551,-3.194957113970278
-1.9655010802639348,-4.418114511267801,-3.5968236161555707
-2.722177694271599,-3.9138833659351904,-4.3526205074732385
-2.2245834372444486,-4.30279798231323,-3.626285803673
-1.5535402337795021,-4.724591845207643,-3.05751569120359
-2.3790424434436384,-4.157340300847983,-3.950684852535338
-2.826075369311962,-3.9202045536464305,-4.1541729648943395
-1.9822771777730308,-4.4525656770462305,-3.431058790526691
-1.8487052698810278,-4.490719493114616,-3.5010633727398215
-2.3243863068239614,-4.20496093605417,-3.851295872743384
