Bi,Cl,Cs
-2.4540040463241275,-1.1608208747744273,-3.634052489391669
-1.7271881925103736,-1.290637287385058,-3.7291471541022796
-1.9279970955070709,-1.3807656512910016,-3.3248894603866503
-1.3751597308289694,-1.574722383589463,-3.1115775066099993
-1.688409326509159,-1.3725720438067197,-3.509195462171437
-0.8838507268116046,-1.633761438673091,-3.2619996773706923
-1.4340988383943993,-1.3881033865191783,-3.6321417594439014
-2.0643910487882082,-1.1704615496317938,-3.864872463176848
-1.677490409874173,-1.3376967379322255,-3.6211006575515774
-1.9091048648488265,-1.2889574730846984,-3.612908815444389
-1.660053013486518,-1.3322266916867032,-3.6491357272132467
-1.3315045743011438,-1.5916756821433036,-3.0898210486336954
-1.9963898815740335,-1.333217861658629,-3.4219376385724596
-1.9960134831835739,-1.3585876990129324,-3.3460790587698552
-2.020748655534621,-1.2424887583673776,-3.677885765805822
-1.434283276597652,-1.4768896355974561,-3.3656600534068986
-2.1571616141317294,-1.2020596421583543,-3.708231142034819
-1.3986101627239211,-1.4039558943081203,-3.6082433531907268
-1.999810858278529,-1.2910066219464627,-3.546290706572628
-1.2361876513788173,-1.4929428453089162,-3.4495641744184087
-0.8583109243248622,-1.7271020252991454,-2.999004452483691
-0.5350180860965924,-1.7494630446319692,-3.147449953304066
-0.07714005086922092,-1.919603157861533,-2.9422816371002893
-0.002427066118883554,-1.8846132174379673,-3.097060114871211
-0.30676163350503827,-1.784611058562099,-3.1941768799080466
-0.11877706550798808,-1.9905881591651653,-2.7015686234302136
-0.14354681668037333,-1.9763320614475088,-2.7278237491349273
-0.2595870032722948,-1.8953740472893046,-2.8933376672149245
-0.6239756040451222,-1.6972871996265515,-3.244672476354633
